14240.86335432418,2.695013235703399335,14240.86335432418,-125.6943909757199828,16004.56813021922,16,10391.2482524067,1.797485543994199901,10391.2482524067,-121.453345936789986,11055.25421620549,16,17611.8945510341,3.048966681106399777,17611.8945510341,-119.1584732154800003,24058.15715885437,16,11605.01746180442,3.042800961632099882,11605.01746180442,-119.1672645516499921,13789.7578550919,15,14776.5918118349,4.028122398430999937,14776.5918118349,-120.9489734145599863,16138.25762705166,15,16255.74587412853,3.24308492609659992,16255.74587412853,-121.8904167838499855,18955.29093863258,16,12984.57063798764,2.810372374275099882,12984.57063798764,-119.5123613227299865,14330.64446218197,15,18106.25337961174,1.238611576502799845,18106.25337961174,-126.0706486523699818,18273.7048288296,20,20735.38665728292,1.91774966043120009,20735.38665728292,-121.1720808548099903,25372.86794649657,17,16710.42565758068,1.740318888884599951,16710.42565758068,-127.5937116608899937,16889.91098693468,15,,,,,,,,,,,,,,,,,,,,
16004.56813021922,3.511151392973999905,16004.56813021922,-124.5455044432700045,17102.96696140591,17,11055.25421620549,6.095010634072899315,11055.25421620549,-116.1502553232400028,15481.22759679881,18,24058.15715885437,2.835462528602099562,24058.15715885437,-119.4737608765800015,26089.02853469728,17,13789.7578550919,4.54556106150709913,13789.7578550919,-117.4241250388799922,16324.06383763195,16,16138.25762705166,4.009725589972799025,16138.25762705166,-120.9688534778800028,16712.62082188546,16,18955.29093863258,3.664692846155499937,18955.29093863258,-121.3596241960700008,20098.20462143146,17,14330.64446218197,6.565921754173299235,14330.64446218197,-115.8270429704599843,15447.58917256766,16,18273.7048288296,8.015164721285497465,18273.7048288296,-117.9608754794400051,18756.92757372625,23,25372.86794649657,2.198654494304100196,25372.86794649657,-120.5784301211599821,25999.91200406456,19,16889.91098693468,1.612943422504599762,16889.91098693468,-127.9238086616699941,20301.64659495567,16,,,,,,,,,,,,,,,,,,,,
17102.96696140591,3.570655744284299425,17102.96696140591,-124.4725201919000025,17869.80827344516,18,15481.22759679881,2.180756045464099728,15481.22759679881,-120.6139291490499938,15790.81355565191,19,26089.02853469728,8.42095639137910009,26089.02853469728,-114.7463858166999836,28218.70049960905,19,16324.06383763195,3.056766864922999525,16324.06383763195,-119.1473768300699868,17090.60115922746,17,16712.62082188546,1.439210061737299812,16712.62082188546,-125.4187581343300048,18000.9884229467,17,20098.20462143146,4.095074764143300052,20098.20462143146,-120.8773816487799872,21106.40497432817,18,15447.58917256766,1.913382535433000066,15447.58917256766,-121.1819819441599856,16712.20187737628,17,18756.92757372625,3.55963758453439992,18756.92757372625,-121.4859421636699887,19860.74752242832,25,25999.91200406456,3.228631643840599515,25999.91200406456,-118.9098150102599898,26196.09433905471,20,20301.64659495567,3.337278728521499525,20301.64659495567,-124.766075196849982,20431.6639518653,17,,,,,,,,,,,,,,,,,,,,
17869.80827344516,2.393437634681299987,17869.80827344516,-126.2097788435799823,18154.73172064251,19,15790.81355565191,12.51071297801099996,15790.81355565191,-113.0271793942000041,16470.74844817558,20,28218.70049960905,2.67640771642329954,28218.70049960905,-119.7244772666499836,28902.24307381599,20,17090.60115922746,6.32421978609239941,17090.60115922746,-115.9899304540799956,17447.11963414694,18,18000.9884229467,6.413342598985899175,18000.9884229467,-118.9291555957200041,18569.51832077377,18,21106.40497432817,5.575521494242598985,21106.40497432817,-119.5371450559299825,21619.47472761361,19,16712.20187737628,12.95352543541799755,16712.20187737628,-112.8761201777699904,19135.1044100878,18,19860.74752242832,3.071025295211599717,19860.74752242832,-122.127166063749996,20681.90372331927,27,26196.09433905471,2.256387567930899775,26196.09433905471,-120.4658630178199981,26762.1920805819,21,20431.6639518653,3.985902122083199815,20431.6639518653,-123.994733700509982,21635.51823130799,18,,,,,,,,,,,,,,,,,,,,
18154.73172064251,3.793007587242899862,18154.73172064251,-124.2101628856700012,19284.17900825756,20,16470.74844817558,4.496813993056999665,16470.74844817558,-117.4709507628799937,17776.74642892157,21,28902.24307381599,10.17503924902899822,28902.24307381599,-113.9246390685899821,29881.76642194103,21,17447.11963414694,37.74721318730499305,17447.11963414694,-108.2311510607599981,17570.31875835243,19,18569.51832077377,3.50337097405899998,18569.51832077377,-121.5551387254299977,20493.47806761224,19,21619.47472761361,2.550314333662099912,21619.47472761361,-122.9340628820799845,23760.67403264818,20,19135.1044100878,2.879578623545199882,19135.1044100878,-119.4067105906599975,19588.48448263578,19,20681.90372331927,1.730406172325900096,20681.90372331927,-124.618519444459991,21166.83193286723,29,26762.1920805819,4.63527930890269955,26762.1920805819,-117.339240913660006,26975.51248465112,22,21635.51823130799,24.72915765017099675,21635.51823130799,-116.0679067676900043,21955.61068700995,19,,,,,,,,,,,,,,,,,,,,
19284.17900825756,5.60481154537700019,19284.17900825756,-122.514389854200004,19794.59636424377,21,17776.74642892157,1.767220971777800013,17776.74642892157,-121.527091432920002,17991.87091073239,22,29881.76642194103,5.31060709664300033,29881.76642194103,-116.7485582851300018,29976.07172364269,22,17570.31875835243,24.05411383784199577,17570.31875835243,-110.1881063803099888,18086.75793030876,20,20493.47806761224,1.460861739983599687,20493.47806761224,-125.3539088495799941,20780.830497208,20,23760.67403264818,1.014518709249999869,23760.67403264818,-126.9373993951400047,25619.51793564229,21,19588.48448263578,1.560813706230899982,19588.48448263578,-122.0664892985499816,19755.58255940048,20,21166.83193286723,1.232357518088199816,21166.83193286723,-126.0926328112599887,21336.5823005362,30,26975.51248465112,1.01177451884489988,26975.51248465112,-123.9491626232999972,28089.22513125722,23,21955.61068700995,1.254661672450899875,21955.61068700995,-129.0147336868199653,22187.9485552453,20,,,,,,,,,,,,,,,,,,,,
19794.59636424377,9.78874883512849788,19794.59636424377,-120.0927281470600001,21197.73185767431,22,17991.87091073239,18.25380701005399678,17991.87091073239,-111.3864654539700036,18365.45502885158,23,29976.07172364269,2.195566870062699562,29976.07172364269,-120.584533311140006,30244.49501323634,23,18086.75793030876,6.574888383184900285,18086.75793030876,-115.821116154579982,18253.9695759855,21,20780.830497208,10.39397143268399756,20780.830497208,-116.8321848114800043,21117.30581967819,21,25619.51793564229,20.95443984929299566,25619.51793564229,-113.7872394416500011,29195.80544644382,22,19755.58255940048,3.918300194836699982,19755.58255940048,-118.0690229422999943,20843.72037968684,21,21336.5823005362,1.635726552397199988,21336.5823005362,-124.8628929645399803,21443.52270363195,31,28089.22513125722,14.57760816127099793,28089.22513125722,-112.3631372756599941,28111.92253822218,24,22187.9485552453,1.336337949867799852,22187.9485552453,-125.740836981460006,22820.63856477963,21,,,,,,,,,,,,,,,,,,,,
21197.73185767431,3.599445722297499357,21197.73185767431,-124.437643709769986,21484.20144398427,23,18365.45502885158,6.121852378686000385,18365.45502885158,-116.1311714711600013,18746.90623402048,24,30244.49501323634,3.80097812131959943,30244.49501323634,-118.2010463021699986,33236.81140771787,24,18253.9695759855,6.93311530528530004,18253.9695759855,-115.5907157694900031,20431.13254275977,22,21117.30581967819,8.431889502936400015,21117.30581967819,-117.7407509337699875,21161.42899187145,22,29195.80544644382,7.419774312899399125,29195.80544644382,-118.2960930444500031,30758.92156024143,23,20843.72037968684,7.625670090392999215,20843.72037968684,-115.1772198755199947,21367.39623288853,22,21443.52270363195,26.58302836632899602,21443.52270363195,-112.7539554529400046,21926.86337651335,32,28111.92253822218,16.32029961683199552,28111.92253822218,-111.8727187249699848,28512.36015261363,25,22820.63856477963,1.432785466169399938,22820.63856477963,-125.4381883251499796,24084.91779233848,22,,,,,,,,,,,,,,,,,,,,
21484.20144398427,3.223944134607699562,21484.20144398427,-124.91612492375998,22101.19160422803,24,18746.90623402048,14.915768464785998,18746.90623402048,-112.2635436674599982,19252.3428586097,25,33236.81140771787,2.067876338113300063,33236.81140771787,-120.8447543621699931,35150.08305757301,25,20431.13254275977,3.89901332948910005,20431.13254275977,-118.0904528009399992,20451.60846795877,23,21161.42899187145,3.598265866993299852,21161.42899187145,-121.4390675085599862,22047.16996913671,23,30758.92156024143,4.89732866425339883,30758.92156024143,-120.1004074909999981,31452.09355264953,24,21367.39623288853,11.08582982801999955,21367.39623288853,-113.552317922889983,21536.44062540748,23,21926.86337651335,7.567927726557499535,21926.86337651335,-118.2102302408299858,22168.65794390538,33,28512.36015261363,143.8844693625899816,28512.36015261363,-102.4198608051899834,29002.73167815699,26,24084.91779233848,2.7661347175023998,24084.91779233848,-122.5812667251200021,24357.40392609267,23,,,,,,,,,,,,,,,,,,,,
22101.19160422803,1.905236503154399843,22101.19160422803,-127.2005110626699883,22687.60883069724,25,19252.3428586097,7.813862566853000375,19252.3428586097,-115.0713423157799863,21559.42722530031,26,35150.08305757301,4.79795149921380035,35150.08305757301,-117.1894414647499895,35414.59746377706,26,20451.60846795877,23.22165169660799925,20451.60846795877,-110.3410689324499851,20909.29218156354,24,22047.16996913671,3.089538409491200167,22047.16996913671,-122.1010640121799891,22337.33816941984,25,31452.09355264953,1.198360187795600047,31452.09355264953,-126.2141262763900038,32967.40204306933,25,21536.44062540748,5.8710994329291992,21536.44062540748,-116.3128056434999843,22721.61436427555,24,22168.65794390538,8.48856937392459794,22168.65794390538,-117.71165497666999,23259.75101255365,34,29002.73167815699,32.56683821318399902,29002.73167815699,-108.8722440333899892,29603.70920992092,27,24357.40392609267,2.8209562833485,24357.40392609267,-122.4960364409899962,24445.0286025691,24,,,,,,,,,,,,,,,,,,,,
22687.60883069724,4.87086235537239885,22687.60883069724,-123.1239414288699828,23445.06990273164,26,21559.42722530031,2.244958318875999828,21559.42722530031,-120.487917179350006,22732.67389444105,27,35414.59746377706,1.329453585106299845,35414.59746377706,-122.7632682048700015,35777.17957894924,27,20909.29218156354,7.387433272249399575,20909.29218156354,-115.3150642890300043,21467.58568914861,25,22337.33816941984,1.91674433456340009,22337.33816941984,-124.1743581174000038,23221.5543440442,26,32967.40204306933,9.93833430026040072,32967.40204306933,-117.0268639878399878,33217.00293755996,26,22721.61436427555,3.263551544331499512,22721.61436427555,-118.8630952369399831,23939.11390275644,25,23259.75101255365,7.185656362802198735,23259.75101255365,-118.435335557520005,23313.97898479337,35,29603.70920992092,15.76384667919800001,29603.70920992092,-112.0233779777900051,29953.03267874655,28,24445.0286025691,1.22385912687339981,24445.0286025691,-126.1226856907200038,27482.88656611562,25,,,,,,,,,,,,,,,,,,,,
23445.06990273164,1.888363057345599828,23445.06990273164,-127.2391450439999966,23790.69245558267,27,22732.67389444105,8.347791132858500125,22732.67389444105,-114.7842842579999848,24027.93114890487,28,35777.17957894924,58.6263208130479964,35777.17957894924,-106.3190735979299856,37201.67201299665,28,21467.58568914861,11.89694898351799772,21467.58568914861,-113.2456440075099801,22307.23885167872,26,23221.5543440442,2.926204326737499512,23221.5543440442,-122.3369535186899947,23904.05213637266,27,33217.00293755996,1.765804793275000053,33217.00293755996,-124.5305730862299918,34257.88582475066,27,23939.11390275644,7.849979257632799765,23939.11390275644,-115.051314908099982,24652.20663233966,26,23313.97898479337,10.78172087997299751,23313.97898479337,-116.6731191549199872,23632.2208886873,36,29953.03267874655,8.649262413616398215,29953.03267874655,-114.630209264489991,32805.30973090808,29,27482.88656611562,3.964701461759199555,27482.88656611562,-121.0178950907599921,29871.77810618306,27,,,,,,,,,,,,,,,,,,,,
23790.69245558267,2.396303422604399982,23790.69245558267,-126.2045819195099903,24647.42226919989,28,24027.93114890487,17.71089272565900065,24027.93114890487,-111.5175954744599945,27324.32951789112,29,37201.67201299665,5.81288159188749985,37201.67201299665,-116.3560852351099863,37666.27984733551,29,22307.23885167872,17.77974784963900126,22307.23885167872,-111.5007440243699926,23393.15957427302,27,23904.05213637266,2.455761765561200062,23904.05213637266,-123.0981376656999937,26583.59459437415,28,34257.88582475066,7.22821240589289889,34257.88582475066,-118.4096909388800038,34421.31081738579,28,24652.20663233966,10.55382255188299818,24652.20663233966,-113.7659021216599906,25138.19189278076,27,23632.2208886873,1.222810565411700073,23632.2208886873,-126.1264081750900055,24317.13136586115,37,32805.30973090808,2.362928260722199515,32805.30973090808,-120.2654946349099982,35361.05198034019,30,29871.77810618306,2.702201056273899827,29871.77810618306,-122.6828234059099992,30032.80821374025,28,,,,,,,,,,,,,,,,,,,,
24647.42226919989,1.440545470601199966,24647.42226919989,-128.4147302872700035,27015.45368159838,29,27324.32951789112,13.67414781053900078,27324.32951789112,-112.6409972990999786,27337.96642558568,30,37666.27984733551,1.446622239945499981,37666.27984733551,-122.3964486247199938,38391.88753252314,30,23393.15957427302,29.95018767698099525,23393.15957427302,-109.2360045184499876,24311.4029948256,28,26583.59459437415,2.043918998743699858,26583.59459437415,-123.8953631944499985,26767.86709931867,29,34421.31081738579,9.98050743018159988,34421.31081738579,-117.0084737769799966,34502.28208955588,29,25138.19189278076,7.82302397932819989,25138.19189278076,-115.0662533854199973,25371.0298315615,28,24317.13136586115,2.90489250188669955,24317.13136586115,-122.3686993442699981,24598.10381016814,38,35361.05198034019,7.07862807036019956,35361.05198034019,-115.5005090603999913,36765.30110142057,31,30032.80821374025,2.322670325749399457,30032.80821374025,-123.3401242854199887,32416.32641712636,29,,,,,,,,,,,,,,,,,,,,
27015.45368159838,3.220084552795800182,27015.45368159838,-124.9213272447499885,28138.98564776688,30,27337.96642558568,9.105433621098299535,27337.96642558568,-114.4069936730300011,27456.69978845953,31,38391.88753252314,7.035908049977200175,38391.88753252314,-115.526798448329998,39374.78704090121,32,24311.4029948256,24.28709349358099695,24311.4029948256,-110.1462445535699995,27704.97192110427,29,26767.86709931867,5.131675673389500125,26767.86709931867,-119.897407992389986,27981.41028464606,30,34502.28208955588,8.58276814339640023,34502.28208955588,-117.6637261943400001,35750.84014567316,30,25371.0298315615,4.212925371080400425,25371.0298315615,-117.7541623401699832,26389.76261092802,29,24598.10381016814,3.53604788615700015,24598.10381016814,-121.5148186228099966,26102.37399829858,39,36765.30110142057,6.2118475884277,36765.30110142057,-116.0677920849999788,37024.60182482602,32,32416.32641712636,1.3190267663513997,32416.32641712636,-125.7974639144299825,35055.89758089712,30,,,,,,,,,,,,,,,,,,,,
28138.98564776688,2.632585343182199715,28138.98564776688,-125.7961754095099986,29664.91443786231,31,27456.69978845953,1.788678369524899995,27456.69978845953,-121.4746774489800028,28419.5106035466,32,39374.78704090121,4.71174317651879979,39374.78704090121,-117.2681838971099917,41728.20798663833,33,27704.97192110427,18.93756791839300027,27704.97192110427,-111.2267579658099801,28143.19684203488,30,27981.41028464606,5.290011386564099615,27981.41028464606,-119.7654339316000001,29653.33853038181,31,35750.84014567316,3.759900434372799955,35750.84014567316,-121.2482365543799853,37210.46090369446,31,26389.76261092802,7.43989166875699933,26389.76261092802,-115.2843338811100006,28414.16485472879,30,26102.37399829858,4.2298523018059999,26102.37399829858,-120.7367479707699825,26362.20779720589,40,37024.60182482602,22.88274341587899828,37024.60182482602,-110.40491909120999,39254.65659238112,33,35055.89758089712,2.885610765658599402,35055.89758089712,-122.3976225041799916,35182.51893652771,31,,,,,,,,,,,,,,,,,,,,
29664.91443786231,1.971192133442499987,29664.91443786231,-127.052710426779981,32074.84766139851,32,28419.5106035466,10.72980890709499841,28419.5106035466,-113.6940801254799845,28806.49571101569,33,41728.20798663833,4.098837563841300367,41728.20798663833,-117.8733929235099816,42951.92221211344,34,28143.19684203488,40.74675366373499217,28143.19684203488,-107.8990698623899785,34245.53242600212,31,29653.33853038181,2.495953299155799765,29653.33853038181,-123.0276354483399922,30672.5560744177,33,37210.46090369446,3.036681548784899915,37210.46090369446,-122.1760074935799872,38075.46756428672,32,28414.16485472879,8.64929325442459881,28414.16485472879,-114.6301937788099957,28676.25267388529,31,26362.20779720589,10.1151949366499991,26362.20779720589,-116.9502574323499852,26954.03987433177,41,39254.65659238112,8.48446319556740033,39254.65659238112,-114.7137562990199907,40092.99210100079,34,35182.51893652771,1.275077179650700106,35182.51893652771,-125.9446352685199878,36756.6639482568,33,,,,,,,,,,,,,,,,,,,,
32074.84766139851,5.0319714935818993,32074.84766139851,-122.9826182786,32508.20397773689,33,28806.49571101569,2.669379733946899852,28806.49571101569,-119.7358964103899831,33908.81492889941,34,42951.92221211344,2.061663197036999395,42951.92221211344,-120.8578228163999876,45903.10199207188,36,34245.53242600212,11.54791341656800078,34245.53242600212,-113.374964810129995,37750.04350637721,32,30672.5560744177,3.692774770295599732,30672.5560744177,-121.3264718002899937,30711.69971658618,34,38075.46756428672,2.855479556857799735,38075.46756428672,-122.443209447179981,39251.75128744194,33,28676.25267388529,19.86473409091500025,28676.25267388529,-111.0191724402999962,30533.74241050164,32,26954.03987433177,1.736246525413100087,26954.03987433177,-124.6038861036599878,28432.13002355228,42,40092.99210100079,10.26585055093899963,40092.99210100079,-113.8860506243800043,42996.5685744862,35,36756.6639482568,2.616323006271099585,36756.6639482568,-122.8230863986599951,41955.08508800139,39,,,,,,,,,,,,,,,,,,,,
32508.20397773689,11.67190486100300001,32508.20397773689,-119.3285826108299826,35218.46352758958,34,33908.81492889941,16.41676441515199507,33908.81492889941,-111.8471243400800001,34021.78169033577,35,45903.10199207188,2.795323544075899657,45903.10199207188,-119.5356791755399962,47071.02958465511,37,37750.04350637721,19.51690414292200151,37750.04350637721,-111.0958907090499959,39770.57959406906,33,30711.69971658618,7.682393975178399575,30711.69971658618,-118.1450342473399923,31053.91307504216,35,39251.75128744194,5.93973529577869993,39251.75128744194,-119.26232908915,39949.23377679435,34,30533.74241050164,9.50397459096749838,30533.74241050164,-114.2209473345500039,30767.27183025572,33,28432.13002355228,4.010334732549098987,28432.13002355228,-120.9681937639900008,28846.14874677576,43,42996.5685744862,2.008885283022399541,42996.5685744862,-120.9704486283999922,44421.84264831625,36,41955.08508800139,2.745598987181700132,41955.08508800139,-122.6136289403700057,43998.51446682858,41,,,,,,,,,,,,,,,,,,,,
35218.46352758958,13.72469818719299888,35218.46352758958,-118.6249719711999825,35426.21487627919,35,34021.78169033577,8.38186294336049895,34021.78169033577,-114.7665944484199937,35312.80181741807,36,47071.02958465511,15.98134790077999762,47071.02958465511,-111.9638659415900001,47712.9553031636,38,39770.57959406906,14.98938826169699816,39770.57959406906,-112.2421609096699906,39976.02825206716,34,31053.91307504216,7.99096683665259985,31053.91307504216,-117.974006716969995,32480.08383311114,36,39949.23377679435,6.05443318696620023,39949.23377679435,-119.1792650905200043,41642.74818785765,35,30767.27183025572,3.87217588437879988,30767.27183025572,-118.1204492412200006,31201.47023411885,34,28846.14874677576,5.51369272212370018,28846.14874677576,-119.5855744076999935,31312.84672061296,45,44421.84264831625,1.194562018149400101,44421.84264831625,-121.3251258454799876,44542.83624314474,37,43998.51446682858,4.89020165222749979,43998.51446682858,-120.1067323195100012,44377.57800034477,42,,,,,,,,,,,,,,,,,,,,
35426.21487627919,11.14614124853899917,35426.21487627919,-119.5287545768499907,35935.82688722994,36,35312.80181741807,6.87867426915699905,35312.80181741807,-115.62495255524999,37491.35364143333,37,47712.9553031636,8.705233378347397605,47712.9553031636,-114.6021958140200066,48125.79232385424,39,39976.02825206716,14.3700430495219997,39976.02825206716,-112.4254193081199841,41373.50971854313,35,32480.08383311114,1.195392147702699855,32480.08383311114,-126.2248960128899848,33211.9378868281,37,41642.74818785765,5.66328552927199878,41642.74818785765,-119.4693154173500028,42119.981629834,36,31201.47023411885,6.008121369632299005,31201.47023411885,-116.2126130276299985,31978.90520711365,35,31312.84672061296,3.02406525682340009,31312.84672061296,-122.1940884135499911,31819.76680062433,46,44542.83624314474,42.375509370345,44542.83624314474,-107.7288506836599989,45318.80855228271,38,44377.57800034477,1.08554808181909967,44377.57800034477,-126.6435093572299872,45163.72029228142,43,,,,,,,,,,,,,,,,,,,,
