35935.82688722994,8.871426433610100285,35935.82688722994,-120.520065444929997,37291.533005685,37,37491.35364143333,5.59506141790909869,37491.35364143333,-116.5219514178799892,37854.12594926451,38,48125.79232385424,3.285629735404599562,48125.79232385424,-118.8338137971099962,48786.33402506414,40,41373.50971854313,26.62324227264299727,41373.50971854313,-109.7473905572200005,41630.3541756422,36,33211.9378868281,11.88658798157999991,33211.9378868281,-116.249427907500006,33519.97191921782,38,42119.981629834,3.640922065527199425,42119.981629834,-121.3878861710399798,43829.94164397842,38,31978.90520711365,20.88239386248499578,31978.90520711365,-110.8021971727499985,32241.98431534934,36,31819.76680062433,4.85206846457360006,31819.76680062433,-120.1407307969799941,32072.01919612996,47,45318.80855228271,21.81330621494999626,45318.80855228271,-110.612785039729999,46259.02561252041,39,45163.72029228142,2.35089920458159972,45163.72029228142,-123.2876599096499882,45883.60111628597,44,,,,,,,,,,,,,,,,,,,,
37291.533005685,12.12113591311499756,37291.533005685,-119.1645667904099918,37333.05085641998,38,37854.12594926451,25.24443773059499557,37854.12594926451,-109.9783429790300029,38109.83602055667,39,48786.33402506414,1.884878790406300012,48786.33402506414,-121.2471657243399927,48883.79085268476,41,41630.3541756422,15.81818192789999951,41630.3541756422,-112.0084343386299958,43072.60511104369,37,33519.97191921782,2.888098945396199807,33519.97191921782,-122.3938793204999907,35846.282653613,39,43829.94164397842,4.331563798835199802,43829.94164397842,-120.6335528457099991,43917.46357916478,39,32241.98431534934,45.02576412833599295,32241.98431534934,-107.4653890807200011,33464.01528551782,37,32072.01919612996,4.318792127667400375,32072.01919612996,-120.6463769893499882,32255.72091587836,48,46259.02561252041,2.760894842245999557,46259.02561252041,-119.5895013457799786,47811.0269070355,40,45883.60111628597,3.234778435316799855,45883.60111628597,-121.9015546077999937,46101.04252453114,46,,,,,,,,,,,,,,,,,,,,
37333.05085641998,5.212498978073400105,37333.05085641998,-122.8295401716299858,38740.91211268183,40,38109.83602055667,16.76036570240399465,38109.83602055667,-111.7571650952399975,41943.66234052592,40,48883.79085268476,3.076355706310999405,48883.79085268476,-119.1196345028899937,49565.26094869084,42,43072.60511104369,38.13630806481299357,43072.60511104369,-108.1866135283899833,43092.75380133845,38,35846.282653613,2.898269490002999925,35846.282653613,-122.3786123495199828,37498.48133365419,40,43917.46357916478,4.42911790577549878,43917.46357916478,-120.5368275838199843,45538.91719671646,40,33464.01528551782,2.831623253696299955,33464.01528551782,-119.4796452983999865,34273.4311003379,38,32255.72091587836,3.924905679171599695,32255.72091587836,-121.0617077548099867,33608.23401058997,49,47811.0269070355,7.873792358254599185,47811.0269070355,-115.0381604228300031,48503.19553184156,41,46101.04252453114,1.46222212478829982,46101.04252453114,-125.349866491,47627.22279847018,47,,,,,,,,,,,,,,,,,,,,
38740.91211268183,1.637254111828999818,38740.91211268183,-127.8588391020300031,39107.11263050933,41,41943.66234052592,8.665170722220999225,41943.66234052592,-114.6222287634400058,42170.27806534108,41,49565.26094869084,3.37829047991600005,49565.26094869084,-118.7130301065599833,50541.33913391838,43,43092.75380133845,10.37179851555299942,43092.75380133845,-113.8414592850400023,43673.53071070481,39,37498.48133365419,12.64387639479799926,37498.48133365419,-115.9811975842899863,37753.88071767472,41,45538.91719671646,2.23109012371650016,45538.91719671646,-123.5148288626400012,46053.87244231659,41,34273.4311003379,18.40506892004700026,34273.4311003379,-111.3506255194500051,35638.91072630992,39,33608.23401058997,5.98989896627329974,33608.23401058997,-119.2258050294599907,35615.35111758467,50,48503.19553184156,9.9833118919256982,48503.19553184156,-114.0072536073799933,51624.06413253787,42,47627.22279847018,3.750901783893199937,47627.22279847018,-121.2586430755600015,47825.26405444587,48,,,,,,,,,,,,,,,,,,,,
39107.11263050933,1.602386630110399938,39107.11263050933,-127.9523268733699975,43365.57264043169,43,42170.27806534108,6.43536327277420025,42170.27806534108,-115.9142693237899945,43777.15793390572,42,50541.33913391838,10.9297032521169974,50541.33913391838,-113.6139162924099816,51871.96286547429,44,43673.53071070481,3.017124440251199842,43673.53071070481,-119.2040677713000031,44591.73105522001,40,37753.88071767472,2.910359355449199532,37753.88071767472,-122.3605338336699896,43307.39881825992,42,46053.87244231659,3.60206676049869932,46053.87244231659,-121.4344824225299813,46609.81449689892,42,35638.91072630992,16.97433597843399862,35638.91072630992,-111.7020720594499888,36660.16404742901,40,35615.35111758467,3.881869582941499515,35615.35111758467,-121.109590594579998,35793.9059950157,51,51624.06413253787,15.75483184201100066,51624.06413253787,-112.0258622787399923,70118.42090310609,56,47825.26405444587,1.487575180478999828,47825.26405444587,-125.2752107625999821,48431.91227092322,49,,,,,,,,,,,,,,,,,,,,
43365.57264043169,2.84954262059460016,43365.57264043169,-122.4522484290099833,44421.96194112545,44,43777.15793390572,7.80546966409679929,43777.15793390572,-115.0760095981599985,45003.64486521036,43,51871.96286547429,10.68414211238799888,51871.96286547429,-113.7126034395499797,51983.14626138007,45,44591.73105522001,6.541337468842199215,44591.73105522001,-115.8433344495499847,47400.63563235094,41,43307.39881825992,3.74859917658959938,43307.39881825992,-121.261309945479979,44040.81590636478,43,46609.81449689892,4.75721551035369925,46609.81449689892,-120.2264717381899852,47491.98753581041,43,36660.16404742901,3.126505076837499767,36660.16404742901,-119.0494086177299943,38181.95768112982,41,35793.9059950157,4.385696927225700015,35793.9059950157,-120.5796138346100005,38148.66063615746,52,70118.42090310609,2.843157299657399925,70118.42090310609,-119.4619911199999928,79277.6335785687,63,48431.91227092322,3.776167956253799732,48431.91227092322,-121.2294869741099882,50443.71938124932,50,,,,,,,,,,,,,,,,,,,,
44421.96194112545,0.233710230724709976,44421.96194112545,-126.5978664753899917,44559.46384579612,45,45003.64486521036,1.698021963388099733,45003.64486521036,-121.7005669659099845,45704.46742348376,44,51983.14626138007,8.4957347047214,51983.14626138007,-114.70799057712,52282.8616121929,46,47400.63563235094,8.11139708556779834,47400.63563235094,-114.9090433761400045,47668.62081840517,42,44040.81590636478,1.318878119163399801,44040.81590636478,-125.7979533684199961,46704.83485111535,44,47491.98753581041,2.033422844690400126,47491.98753581041,-123.9177230162700023,47610.78873191103,44,38181.95768112982,7.18824455824520034,38181.95768112982,-115.4337715575800013,38203.64822092252,42,38148.66063615746,4.808610854330099805,38148.66063615746,-120.1798036758299868,38906.86626722052,53,79277.6335785687,1.540311613626499815,79277.6335785687,-122.1239141007999928,85518.27413421892,68,50443.71938124932,2.268881088590299902,50443.71938124932,-123.4418826476799888,51113.20645640432,51,,,,,,,,,,,,,,,,,,,,
44559.46384579612,6.62117097373080019,44559.46384579612,-118.7906519750000025,44761.51587975798,46,45704.46742348376,2.65657238323889987,45704.46742348376,-119.7567834643499788,46484.27611928977,45,52282.8616121929,5.190249747813199455,52282.8616121929,-116.8481174398399953,53078.47886222671,47,47668.62081840517,6.208533680335399615,47668.62081840517,-116.0701095855699801,50381.51130845318,43,46704.83485111535,2.57838307432820012,46704.83485111535,-122.8865255839199898,47056.53931328613,45,47610.78873191103,1.658371323296000003,47610.78873191103,-124.8031822070799986,47731.81447601709,45,38203.64822092252,1.947385159878199706,38203.64822092252,-121.1054814387499897,38886.56653169997,43,38906.86626722052,7.34637480425180019,38906.86626722052,-118.339269181819986,39516.82254903684,54,85518.27413421892,1.171089645848899957,85518.27413421892,-123.314098588069981,,,51113.20645640432,6.26025424878659994,51113.20645640432,-119.0340802835499968,52286.67172154529,52,,,,,,,,,,,,,,,,,,,,
44761.51587975798,2.483179049990400052,44761.51587975798,-123.0499196444899888,51181.19544077673,49,46484.27611928977,2.940857854611699892,46484.27611928977,-119.3152596646499996,48894.35914176651,46,53078.47886222671,1.5157951929754998,53078.47886222671,-122.1935947454099956,53210.05573110536,48,50381.51130845318,17.59110966695299532,50381.51130845318,-111.5470676389499823,50812.83717766306,44,47056.53931328613,1.92994392029629979,47056.53931328613,-124.144553104009986,47573.54502084211,46,47731.81447601709,28.0152581844689975,47731.81447601709,-112.5260537078399917,49529.93609509615,46,38886.56653169997,4.640913460953900205,38886.56653169997,-117.3339652978799843,39575.2153027429,44,39516.82254903684,3.562970515261899767,39516.82254903684,-121.4818777156199868,42711.75949739513,55,,,,,,,52286.67172154529,1.496031999076199875,52286.67172154529,-125.2505911711799907,54659.73210677428,53,,,,,,,,,,,,,,,,,,,,
51181.19544077673,7.80459207139089981,51181.19544077673,-118.0764979161199898,52721.51434438589,50,48894.35914176651,5.099056374299300005,48894.35914176651,-116.9251018651999907,52411.35630133742,47,53210.05573110536,7.63607845920649981,53210.05573110536,-115.1712961796499992,53776.10164917786,49,50812.83717766306,16.30545397600499762,50812.83717766306,-111.8766710507499904,51135.33652888085,45,47573.54502084211,6.52350123257170009,47573.54502084211,-118.8551925122199858,49426.20225429252,47,49529.93609509615,4.13255623218459965,49529.93609509615,-120.8378122821999903,50238.81197288455,47,39575.2153027429,2.046600674373399533,39575.2153027429,-120.8896688710499911,40886.11800746345,45,42711.75949739513,3.199011384884999905,42711.75949739513,-121.9498421431299841,46277.65805591871,56,,,,,,,54659.73210677428,1.722478492335699932,54659.73210677428,-124.638461921889984,55221.39214866888,54,,,,,,,,,,,,,,,,,,,,
52721.51434438589,12.32127487475599987,52721.51434438589,-116.0934435366299903,53451.00906413404,51,52411.35630133742,2.957326155596599712,52411.35630133742,-119.2910077565499868,53832.24458148872,48,53776.10164917786,14.10466407420499727,53776.10164917786,-112.506372528230002,54639.68847694446,50,51135.33652888085,15.20064071743099981,51135.33652888085,-112.1813810585900054,51825.6488299844,46,49426.20225429252,2.138731277057099853,49426.20225429252,-123.6984377934699917,49612.8817262146,49,50238.81197288455,6.25820745598469938,50238.81197288455,-119.0355004433799872,53264.01029489357,48,40886.11800746345,1.648925134251199678,40886.11800746345,-121.82799062075,41725.1297367118,46,46277.65805591871,1.77288354685649984,46277.65805591871,-124.5131979041100005,46976.14481169057,57,,,,,,,55221.39214866888,2.190208429301399908,55221.39214866888,-123.595145539319986,55997.29065130353,55,,,,,,,,,,,,,,,,,,,,
53451.00906413404,1.922878431291600066,53451.00906413404,-124.160481719699987,55048.88707945882,52,53832.24458148872,7.96692289383689985,53832.24458148872,-114.9870938604099986,54997.40655974418,49,54639.68847694446,1.355923243227600043,54639.68847694446,-122.6776489453000063,55606.33101637683,51,51825.6488299844,2.940304567224999655,51825.6488299844,-119.3160768148800055,53509.29801071248,47,49612.8817262146,6.60387161006450004,49612.8817262146,-118.8020137871399977,52269.62453391192,50,53264.01029489357,5.07735992219569885,53264.01029489357,-119.9436204938199917,53723.35663906703,49,41725.1297367118,5.449895449511400235,41725.1297367118,-116.6361182912399948,44144.49098479283,47,46976.14481169057,6.349521801385799665,46976.14481169057,-118.9725898129699996,49415.65471408283,58,,,,,,,55997.29065130353,17.39944046269700087,55997.29065130353,-114.5946471768699831,56772.17740275255,56,,,,,,,,,,,,,,,,,,,,
55048.88707945882,1.272455205697899932,55048.88707945882,-125.9535749721199801,55776.42005364374,53,54997.40655974418,6.794378900932699105,54997.40655974418,-115.6785023756700066,56209.37606593846,50,55606.33101637683,8.059951603220000005,55606.33101637683,-114.9366756595100011,56797.90408800761,52,53509.29801071248,5.1520657073452991,53509.29801071248,-116.8801860679799912,54169.33942188928,48,52269.62453391192,8.22312859902729795,52269.62453391192,-117.8496291788700031,55225.62523544985,52,53723.35663906703,1.788721889979399727,53723.35663906703,-124.4745717817899895,54602.6347963818,50,44144.49098479283,6.748369057784499215,44144.49098479283,-115.7080117454499937,44661.3729014913,48,49415.65471408283,5.81213053420249889,49415.65471408283,-119.3566464047700032,51165.96309967224,59,,,,,,,56772.17740275255,1.362629348183499893,56772.17740275255,-125.6562226150199986,57803.73433006894,57,,,,,,,,,,,,,,,,,,,,
55776.42005364374,2.491365613599899815,55776.42005364374,-123.0356253407800006,56149.26618409737,55,56209.37606593846,2.389795084304199502,56209.37606593846,-120.2163933652900023,56699.94860772696,51,56797.90408800761,7.40746449186569931,56797.90408800761,-115.3033042165999968,58588.05149933885,54,54169.33942188928,9.79308277262120082,54169.33942188928,-114.0908057475599828,54729.49651426609,49,55225.62523544985,3.386828527959799815,55225.62523544985,-121.7020679073199852,55298.17169873934,53,54602.6347963818,14.1657020206720005,54602.6347963818,-115.4876189794200053,55786.70919677942,51,44661.3729014913,4.207760107958199195,44661.3729014913,-117.7594902806499982,45505.52328283423,49,51165.96309967224,13.12846898338899841,51165.96309967224,-115.8178591753799931,52030.36339955326,60,,,,,,,57803.73433006894,1.054211834382799746,57803.73433006894,-126.7707211278599852,62044.63684618288,58,,,,,,,,,,,,,,,,,,,,
56149.26618409737,2.493680918239100197,56149.26618409737,-123.031591179439999,56684.34395728761,56,56699.94860772696,7.14733090277930035,56699.94860772696,-115.4585611073199795,57373.06889465002,52,58588.05149933885,5.523493408712599945,58588.05149933885,-116.5778615990699901,58663.05825002473,55,54729.49651426609,12.10369095281999913,54729.49651426609,-113.1708217381499816,54760.590619241,50,55298.17169873934,3.359002834664499545,55298.17169873934,-121.7378962965699992,56266.70650973169,54,55786.70919677942,2.330090893919599882,55786.70919677942,-123.3262713736099837,55959.67459135085,52,45505.52328283423,6.3946016224674995,45505.52328283423,-115.9418650647099862,45767.40978042876,50,52030.36339955326,14.4517865061120005,52030.36339955326,-115.4007846281799911,53762.56776883722,61,,,,,,,62044.63684618288,1.389418886576399887,62044.63684618288,-125.5716680199199966,62095.5168460675,59,,,,,,,,,,,,,,,,,,,,
56684.34395728761,2.748753015370999355,56684.34395728761,-122.6086428121199953,56784.60039355387,57,57373.06889465002,2.52944708435950004,57373.06889465002,-119.9697440153399833,57525.08020312745,53,58663.05825002473,13.56204283764299841,58663.05825002473,-112.6767488817600048,58780.53760308948,56,54760.590619241,1.094580071346499923,54760.590619241,-123.6075246317599858,56564.15272497643,51,56266.70650973169,11.49439112254599844,56266.70650973169,-116.3951402910300026,56711.33118987751,55,55959.67459135085,6.31319975660809971,55959.67459135085,-118.9975046889900051,56608.68819035877,53,45767.40978042876,3.861359101929600062,45767.40978042876,-118.1325980761299941,46064.82303882081,51,53762.56776883722,7.146347596171899825,53762.56776883722,-118.4591586366800011,53915.86656169506,62,,,,,,,62095.5168460675,10.69069063688399976,62095.5168460675,-116.7099423771900031,62754.62063025193,60,,,,,,,,,,,,,,,,,,,,
56784.60039355387,2.277851111305699827,56784.60039355387,-123.4247466640800036,58161.39989283725,59,57525.08020312745,3.805380795244199795,57525.08020312745,-118.1960187792099926,59056.03787607945,54,58780.53760308948,5.20421940882379983,58780.53760308948,-116.8364440195799993,59250.46079734293,57,56564.15272497643,24.35275397881800065,56564.15272497643,-110.1345191863100009,57690.171424373,52,56711.33118987751,1.359248794121000075,56711.33118987751,-125.667010436169988,57204.35165640997,56,56608.68819035877,3.443811236766499902,56608.68819035877,-121.6296066124799888,57751.01933273535,54,46064.82303882081,1.625600488860500008,46064.82303882081,-121.8898617879199828,46748.53184258593,52,53915.86656169506,6.40306149289089885,53915.86656169506,-118.9361232733500056,54492.68438250442,63,,,,,,,62754.62063025193,2.12599571655809959,62754.62063025193,-123.7243761482500015,64521.97701188927,61,,,,,,,,,,,,,,,,,,,,
58161.39989283725,2.038677288177700213,58161.39989283725,-123.906515152989982,58610.16866008056,61,59056.03787607945,31.77966198806900155,59056.03787607945,-108.9785072630699853,59838.79151304639,55,59250.46079734293,3.11218179480330014,59250.46079734293,-119.0693504208900031,59898.12162065338,58,57690.171424373,5.95344396368729886,57690.171424373,-116.2523172978000043,58443.73550064394,53,57204.35165640997,7.17269051076569926,57204.35165640997,-118.4431790781899843,57304.64872279784,57,57751.01933273535,10.64746097164699985,57751.01933273535,-116.7275394316099828,57976.6641270546,55,46748.53184258593,5.190954850989498925,46748.53184258593,-116.8475274843799805,48746.00382757691,53,54492.68438250442,1.815020011617999962,54492.68438250442,-124.4111858226000032,54610.20577670734,64,,,,,,,64521.97701188927,2.837266137239200057,64521.97701188927,-122.4709992521499937,65854.15585334014,62,,,,,,,,,,,,,,,,,,,,
58610.16866008056,9.8076379882433002,58610.16866008056,-117.0843557286299865,59352.70739447037,62,59838.79151304639,1.655814893563199766,59838.79151304639,-121.8098821537599856,60935.78784872416,56,59898.12162065338,7.030490668949399315,59898.12162065338,-115.5301436383099935,60556.38230785354,59,58443.73550064394,16.78995381960599781,58443.73550064394,-111.749504983779985,59771.50273513219,54,57304.64872279784,3.139681017267899487,57304.64872279784,-122.0311447277899785,58130.03888623349,58,57976.6641270546,2.99202468647629959,57976.6641270546,-122.2403482753300063,59195.72935067903,56,48746.00382757691,4.917464540499899765,48746.00382757691,-117.082587630649982,48897.8536540439,54,54610.20577670734,1.172251349112199743,54610.20577670734,-126.3097925877100063,55808.0635022653,65,,,,,,,65854.15585334014,17.46171665352400016,65854.15585334014,-114.5791306323600048,66208.41254822351,63,,,,,,,,,,,,,,,,,,,,
59352.70739447037,1.72810132279579997,59352.70739447037,-124.6243079736599947,59989.84727301671,64,60935.78784872416,3.141762591538399525,60935.78784872416,-119.0282663568099788,62752.28430102565,57,60556.38230785354,7.369696639099899435,60556.38230785354,-115.325503887590002,61333.67113383678,60,59771.50273513219,8.133985503847700435,59771.50273513219,-114.8969660591799875,60242.3086297218,55,58130.03888623349,2.268285084340099891,58130.03888623349,-123.4430236301799932,60204.90957660831,59,59195.72935067903,1.988662944543400085,59195.72935067903,-124.0143881854899912,61075.05799757796,57,48897.8536540439,3.39323577513939954,48897.8536540439,-118.6938596284699935,48963.2667681722,55,55808.0635022653,3.64600596190249957,55808.0635022653,-121.3818262552800031,57056.68100487909,66,,,,,,,66208.41254822351,5.171906026124998925,66208.41254822351,-119.8634937487900057,67991.750505326,64,,,,,,,,,,,,,,,,,,,,
59989.84727301671,1.431131225855399863,59989.84727301671,-125.4432054230499882,61746.4375331794,65,62752.28430102565,2.865596944323299575,62752.28430102565,-119.4278489459699977,62877.25334652973,59,61333.67113383678,1.584051955046499751,61333.67113383678,-122.002305781629985,61997.21796423223,61,60242.3086297218,3.590291063054099382,60242.3086297218,-118.448703419639997,63051.10405170854,56,60204.90957660831,2.560378388646099335,60204.90957660831,-122.916958472049998,63655.80297290393,60,61075.05799757796,10.18197722848699978,61075.05799757796,-116.9216787857699838,61970.61364862262,59,48963.2667681722,5.02049340942859955,48963.2667681722,-116.9925359869899917,49003.48289008397,56,57056.68100487909,4.942237010116699005,57056.68100487909,-120.0607643139099987,58381.25429659424,67,,,,,,,67991.750505326,9.28284123941010004,67991.750505326,-117.3231907704199836,69330.29720582047,65,,,,,,,,,,,,,,,,,,,,
61746.4375331794,6.56712372861120028,61746.4375331794,-118.8262480126300028,66013.67274584408,68,62877.25334652973,2.552909041726899797,62877.25334652973,-119.9296465851300008,65079.08155981794,60,61997.21796423223,5.3000800135269994,61997.21796423223,-116.7571757395199933,62538.20546196522,62,63051.10405170854,8.89325319562049895,63051.10405170854,-114.5093934291499801,63369.19227028164,57,63655.80297290393,2.258073966848299628,63655.80297290393,-123.4626183616300063,64099.69208800442,61,61970.61364862262,4.669099066660098855,61970.61364862262,-120.3076691132399953,62261.62797906051,60,49003.48289008397,17.52257490204100057,49003.48289008397,-111.564020749039997,49455.36048607708,57,58381.25429659424,2.652077568237099382,58381.25429659424,-122.7641377779199837,59079.57066725953,68,,,,,,,69330.29720582047,2.806860366392399432,69330.29720582047,-122.5177919178800035,70988.19425803873,66,,,,,,,,,,,,,,,,,,,,
