66013.67274584408,1.506161809308800053,66013.67274584408,-125.2212836869599921,66640.79242273259,69,65079.08155981794,7.661236080262199235,65079.08155981794,-115.1570115471099878,65160.99237539809,61,62538.20546196522,1.033602780459499823,62538.20546196522,-123.8564633106699938,63062.526981511,63,63369.19227028164,55.84339911932899255,63369.19227028164,-106.53028154607,66422.76107193509,58,64099.69208800442,1.730740253642899952,64099.69208800442,-124.6176810536200032,64237.03155521557,62,62261.62797906051,5.165423954854499985,62261.62797906051,-119.8689402773599962,62721.44773109095,61,49455.36048607708,9.67163300074809836,49455.36048607708,-114.1450019154899845,52975.84447023462,58,59079.57066725953,4.80170572797649873,59079.57066725953,-120.186044591539996,59326.90732765856,69,,,,,,,70988.19425803873,4.59606517605089947,70988.19425803873,-120.3761382128099903,73146.8950623362,67,,,,,,,,,,,,,,,,,,,,
66640.79242273259,1.087465550532499931,66640.79242273259,-126.6358449202899972,66676.56156645545,70,65160.99237539809,4.005407000250599467,65160.99237539809,-117.9735334749900057,66575.7833156451,62,63062.526981511,8.028864354238500285,63062.526981511,-114.9534587932499785,64187.33625383836,64,66422.76107193509,2.059307138672499696,66422.76107193509,-120.8627887500300058,67012.7011902035,59,64237.03155521557,6.794080535444999535,64237.03155521557,-118.6786930940999976,64400.94995933848,63,62721.44773109095,13.79884404649400047,62721.44773109095,-115.6015729368999981,66555.64952546312,62,52975.84447023462,2.725572367885499492,52975.84447023462,-119.6454228233699832,53943.69108207311,59,59326.90732765856,5.30129292544829942,59326.90732765856,-119.7561819796399897,61532.65855110384,70,,,,,,,73146.8950623362,10.15357798520999917,73146.8950623362,-116.933808912079996,74033.89235744573,68,,,,,,,,,,,,,,,,,,,,
66676.56156645545,1.970942232226700053,66676.56156645545,-124.0532610458599828,66825.54087160038,71,66575.7833156451,2.040799055231799377,66575.7833156451,-120.9019975545099892,70002.79256835653,63,64187.33625383836,24.01641649277599545,64187.33625383836,-110.1949179349900016,64284.42024949209,65,67012.7011902035,1.841388054925900065,67012.7011902035,-121.3485467844099896,68237.56438274524,60,64400.94995933848,4.500821938184300192,64400.94995933848,-120.4670816830899862,64812.65360485258,64,66555.64952546312,1.878530422012699921,66555.64952546312,-124.2618176732700018,66678.82937821411,63,53943.69108207311,10.88951617258100053,53943.69108207311,-113.6299141576699863,54938.2403016757,60,61532.65855110384,8.287327608966698705,61532.65855110384,-117.8158549258500041,64031.22961079443,71,,,,,,,74033.89235744573,1.94342387205329991,74033.89235744573,-124.114324669159998,77267.50906990872,70,,,,,,,,,,,,,,,,,,,,
66825.54087160038,1.937892889742399916,66825.54087160038,-124.1267023073199875,67128.38609916776,72,70002.79256835653,11.68364310496799868,70002.79256835653,-113.3242171769599901,70345.56469526629,64,64284.42024949209,7.233712775111699825,64284.42024949209,-115.4063873951400007,64701.33288330577,66,68237.56438274524,3.507703317388899382,68237.56438274524,-118.549771465119988,69502.95929340906,61,64812.65360485258,1.257156964725600008,64812.65360485258,-126.0061049426399785,65432.26024892029,65,66678.82937821411,1.349863172278900063,66678.82937821411,-122.6971025116099833,66991.61904034899,64,54938.2403016757,15.270772965471,54938.2403016757,-112.1613897956799798,55435.27622082793,61,64031.22961079443,8.421669773623097625,64031.22961079443,-117.7460179192399887,64232.84091188212,72,,,,,,,77267.50906990872,6.895840583088800075,77267.50906990872,-118.6141278701599897,77596.68540844706,71,,,,,,,,,,,,,,,,,,,,
67128.38609916776,4.814083268534998775,67128.38609916776,-120.1748640206400006,67196.81069764532,73,70345.56469526629,2.515473042039399572,70345.56469526629,-119.9938033258399907,70604.47502746269,65,64701.33288330577,14.66495987528999827,64701.33288330577,-112.3371912095199997,66145.94291980934,67,69502.95929340906,14.80605575315099993,69502.95929340906,-112.2956061958699929,70573.48879080146,62,65432.26024892029,2.73684031888330014,65432.26024892029,-122.6275054078899977,65624.4707096045,66,66991.61904034899,2.004604545856399682,66991.61904034899,-120.9797128912399837,67331.82692017697,65,55435.27622082793,2.040265437499699346,55435.27622082793,-120.903133274059996,56811.32303207771,62,64232.84091188212,7.080759298141400005,64232.84091188212,-118.4992016867900015,66512.83818199859,73,,,,,,,77596.68540844706,8.19526898296109958,77596.68540844706,-117.864367875599981,78592.86218344224,72,,,,,,,,,,,,,,,,,,,,
67196.81069764532,1.134079277247800105,67196.81069764532,-126.4535658524199841,69229.95673039611,74,70604.47502746269,1.909831316566999775,70604.47502746269,-121.1900498956899805,71545.7212109708,66,66145.94291980934,6.32154934700109903,66145.94291980934,-115.9917646754200001,67435.49522211815,68,70573.48879080146,10.20627673636899853,70573.48879080146,-113.911326602399981,73092.63868185137,63,65624.4707096045,4.171311966200699205,65624.4707096045,-120.7972732870299803,66497.3853331346,67,67331.82692017697,3.936063650836000055,67331.82692017697,-118.0493788712499845,68574.22539830494,66,56811.32303207771,3.55359012590999955,56811.32303207771,-118.4933266553499887,57403.03676580898,63,66512.83818199859,6.22284040371410005,66512.83818199859,-119.0601133715999816,68441.19075611041,74,,,,,,,78592.86218344224,2.063481172165800172,78592.86218344224,-123.853994894039999,78972.68155042088,73,,,,,,,,,,,,,,,,,,,,
69229.95673039611,2.180738753328399495,69229.95673039611,-123.6139635862299991,69383.29511265738,76,71545.7212109708,2.649841633701900167,71545.7212109708,-119.7678008065399805,78207.21888612613,67,67435.49522211815,6.97253226437380033,67435.49522211815,-115.5660946742299865,67462.39497634888,69,73092.63868185137,7.090352135286499515,73092.63868185137,-115.493321954779986,74210.14400000783,64,66497.3853331346,1.416563323858799788,66497.3853331346,-125.487640066799997,67291.88374289236,68,68574.22539830494,3.161230832364899417,68574.22539830494,-119.0014379091699931,69175.16770174437,67,57403.03676580898,8.67019227372290044,57403.03676580898,-114.6197127132499812,57545.71719303218,64,68441.19075611041,5.363706713981500205,68441.19075611041,-119.705349772749997,68514.49203946829,75,,,,,,,78972.68155042088,7.25663997338319961,78972.68155042088,-118.3926442321200052,79377.78162785232,74,,,,,,,,,,,,,,,,,,,,
69383.29511265738,6.9971906227557987,69383.29511265738,-118.5507629454799876,70220.54011063595,77,78207.21888612613,10.5427759002810006,78207.21888612613,-113.7704502484899929,80378.5571447831,68,67462.39497634888,5.20827122258650019,67462.39497634888,-116.8330640781099981,68898.39984009066,70,74210.14400000783,18.80693688454400097,74210.14400000783,-111.2568193291699853,75361.18963261177,65,67291.88374289236,8.74850044578520066,67291.88374289236,-117.5806638171299876,70044.39069709527,69,69175.16770174437,3.428146002526299962,69175.16770174437,-118.6494069003300063,69229.63978164719,68,57545.71719303218,3.744149771064799725,57545.71719303218,-118.2664678721899913,57656.49000720118,65,68514.49203946829,5.80686050196129953,68514.49203946829,-119.3605860688499826,70743.23001727819,76,,,,,,,79377.78162785232,2.624006129215899807,79377.78162785232,-122.8103515485999816,80664.70985503116,75,,,,,,,,,,,,,,,,,,,,
70220.54011063595,1.557811933984500012,70220.54011063595,-125.0748497346899903,71400.78386568987,78,80378.5571447831,1.627500502443399713,80378.5571447831,-121.884788686839982,81432.46116897226,69,68898.39984009066,13.62385270403699872,68898.39984009066,-112.6570006044800035,71019.25883403409,71,75361.18963261177,14.07483653490499968,75361.18963261177,-112.5155664034199954,76178.19082746913,66,70044.39069709527,1.269225912844199828,70044.39069709527,-125.9646106981300018,73017.61657245254,70,69229.63978164719,2.414738367742499377,69229.63978164719,-120.1712991733499786,72146.78452356246,69,57656.49000720118,64.55624859889499565,57656.49000720118,-105.9006171465699988,58669.5410262735,66,70743.23001727819,1.077401582695099775,70743.23001727819,-126.676223908140002,71102.66843879332,77,,,,,,,80664.70985503116,4.33360326099390035,80664.70985503116,-120.631508506179983,80702.07723405909,76,,,,,,,,,,,,,,,,,,,,
71400.78386568987,11.80862303234900062,71400.78386568987,-116.2780074119399951,72068.67321302355,79,81432.46116897226,25.35995291966799657,81432.46116897226,-109.9585155704999973,82599.85904268121,70,71019.25883403409,3.369897077023599852,71019.25883403409,-118.7238336309399921,73445.26540626113,72,76178.19082746913,21.36528000339999512,76178.19082746913,-110.702914111479998,78068.22447213719,67,73017.61657245254,3.82009194940880013,73017.61657245254,-121.1792618351799997,74374.6388341657,71,72146.78452356246,8.832464602406098165,72146.78452356246,-114.5391809439799995,75592.41817860507,71,58669.5410262735,3.847487734789400077,58669.5410262735,-118.1482275596000018,59656.88065119794,67,71102.66843879332,6.012650095108899225,71102.66843879332,-119.2093406909399953,72153.78492425209,78,,,,,,,80702.07723405909,2.432845834658899687,80702.07723405909,-123.1388541070699882,81062.04912835953,77,,,,,,,,,,,,,,,,,,,,
72068.67321302355,1.163246731318599896,72068.67321302355,-126.3432815914499935,72117.52115877748,80,82599.85904268121,1.734180013421600102,82599.85904268121,-121.6090582336599932,82882.93570518731,71,73445.26540626113,1.226715638848800078,73445.26540626113,-123.1125609806499876,73605.03235415259,73,78068.22447213719,6.03147768887239975,78068.22447213719,-116.1957627434399847,81617.27505042392,68,74374.6388341657,2.044745186255299876,74374.6388341657,-123.8936080555299947,74415.49596340751,72,75592.41817860507,1.167099102134800053,75592.41817860507,-123.3289226504899996,76111.92399730218,72,59656.88065119794,15.96337152042299926,59656.88065119794,-111.968753787699995,60962.49174938298,68,72153.78492425209,4.588065453777598875,72153.78492425209,-120.38370395039999,72577.28726893129,79,,,,,,,81062.04912835953,1.538924836106599687,81062.04912835953,-125.1278259138399841,81823.691138242,78,,,,,,,,,,,,,,,,,,,,
72117.52115877748,1.593307151521599957,72117.52115877748,-124.9770049453599933,72225.87242242399,81,82882.93570518731,28.76875470601499515,82882.93570518731,-109.4107893671999813,83683.29816467966,72,73605.03235415259,2.103308842032099327,73605.03235415259,-120.7709695244799941,73743.84892905069,74,81617.27505042392,2.950080232227899827,81617.27505042392,-119.3016617251699922,82243.33373678452,69,74415.49596340751,29.78882556139199502,74415.49596340751,-112.2594661871399917,76543.66924891191,73,76111.92399730218,10.58629758298799923,76111.92399730218,-113.7525590206699913,77196.9852018516,73,60962.49174938298,1.449004230032199907,60962.49174938298,-122.389303467049984,61175.31341845455,69,72577.28726893129,3.454884696186999437,72577.28726893129,-121.6156644225399923,72634.19701735275,80,,,,,,,81823.691138242,7.59530630698209916,81823.691138242,-118.1945470702199821,85655.5426801314,79,,,,,,,,,,,,,,,,,,,,
72225.87242242399,2.051764973399399665,72225.87242242399,-123.8787238849299962,74091.94124935209,82,83683.29816467966,2.210166244872500121,83683.29816467966,-120.5557505820799798,83906.27708923343,73,73743.84892905069,4.827879330565298925,73743.84892905069,-117.16243593323,73856.67559531417,75,82243.33373678452,8.925171558939698675,82243.33373678452,-114.4938342716099834,82388.7434354793,70,76543.66924891191,5.769136604121600315,76543.66924891191,-119.3888917750699926,78696.71773529302,74,77196.9852018516,1.60005180727619977,77196.9852018516,-121.9586595531299901,78692.17662818981,75,61175.31341845455,33.17789384478199102,61175.31341845455,-108.7915118674499976,63017.18154651242,70,72634.19701735275,1.503788442389499816,72634.19701735275,-125.2281325733799798,73023.23028970112,81,,,,,,,85655.5426801314,28.3369821707449957,85655.5426801314,-112.4764640307899978,86054.32700153165,80,,,,,,,,,,,,,,,,,,,,
74091.94124935209,2.196840800728799608,74091.94124935209,-123.5820141411699916,77174.57854546556,83,83906.27708923343,8.998927451941099735,83906.27708923343,-114.4580924938999823,85123.77088109481,74,73856.67559531417,1.455828770022399957,73856.67559531417,-122.3688970236299833,79398.82328339976,76,82388.7434354793,7.97837079817539948,82388.7434354793,-114.9808578353599838,83420.1096312848,71,78696.71773529302,2.414962870987300107,78696.71773529302,-123.170895419519979,78803.7876230523,75,78692.17662818981,5.02712001341119928,78692.17662818981,-116.9868074665199907,82980.02409701462,78,63017.18154651242,4.714143426429499665,63017.18154651242,-117.2659720832899945,63690.62133545709,71,73023.23028970112,2.679569986835099717,73023.23028970112,-122.7193489527300012,73405.93411382986,82,,,,,,,86054.32700153165,1.455488700573400066,86054.32700153165,-125.3699116177999992,,,,,,,,,,,,,,,,,,,,,,
77174.57854546556,1.609213903582699775,77174.57854546556,-124.9338622378699875,79324.16705545252,85,85123.77088109481,10.91027684862099884,85123.77088109481,-113.6216422903600001,85486.48781065609,75,79398.82328339976,2.403326119026799812,79398.82328339976,-120.191872936639981,79899.67176095062,77,83420.1096312848,25.36862063687500057,83420.1096312848,-109.9570314594699875,84672.89030874366,72,78803.7876230523,17.62457820462199708,78803.7876230523,-114.5388126784600041,79045.72602536745,76,82980.02409701462,6.195909713274000175,82980.02409701462,-116.0789491940099931,84371.68567977026,80,63690.62133545709,11.06202455144400072,63690.62133545709,-113.5616538197699863,63751.30053406196,72,73405.93411382986,2.369420990151700037,73405.93411382986,-123.2535776854900003,74150.76280334134,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79324.16705545252,2.383111859592299972,79324.16705545252,-123.2285557206199935,80765.21226266894,86,85486.48781065609,23.03708973531399796,85486.48781065609,-110.3757238600099978,85626.46769860199,76,79899.67176095062,4.561204151251899912,79899.67176095062,-117.4092048908800047,79911.15669758717,78,84672.89030874366,25.86823607777999702,84672.89030874366,-109.8723318426399938,84954.67377713845,73,79045.72602536745,6.126472836331998875,79045.72602536745,-119.1278948773099837,79084.95153277595,77,84371.68567977026,1.017064515865599978,84371.68567977026,-123.9265149742599868,,,63751.30053406196,10.24111813098899756,63751.30053406196,-113.8965262425799945,64134.43039875871,73,74150.76280334134,16.97209849556799803,74150.76280334134,-114.7026445652099934,74258.28025191974,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80765.21226266894,2.57913297358229964,80765.21226266894,-122.8852626615799858,82629.94532675335,87,85626.46769860199,9.30810079258149865,85626.46769860199,-114.3113892261099801,86087.49430040735,77,79911.15669758717,8.132797240772500625,79911.15669758717,-114.8976005498499826,81294.87598907832,79,84954.67377713845,9.61417442365269887,84954.67377713845,-114.1708800301599918,85082.67425206027,74,79084.95153277595,3.367163367318999777,79084.95153277595,-121.7273581209300056,81294.48351308231,78,,,,,,,64134.43039875871,38.85578525570799955,64134.43039875871,-108.1054430974400017,64411.35877869796,74,74258.28025191974,2.750995008133999765,74258.28025191974,-122.6051019766599945,74582.54397857436,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82629.94532675335,1.549403719438700025,82629.94532675335,-125.0983540581700023,83172.9711004062,88,86087.49430040735,11.60685800683199882,86087.49430040735,-113.352853284930006,,,81294.87598907832,2.077286614221499397,81294.87598907832,-120.8250357742400066,81467.58598274099,80,85082.67425206027,47.94170957068999405,85082.67425206027,-107.1928648336299826,85102.75334096507,75,81294.48351308231,4.466624168045600007,81294.48351308231,-120.5002058851999887,81327.42489522916,79,,,,,,,64411.35877869796,1.967100374744299876,64411.35877869796,-121.0617347887800001,64688.58445360992,75,74582.54397857436,2.391834545844499602,74582.54397857436,-123.212688657840004,75486.30335688845,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83172.9711004062,3.407250575699300107,83172.9711004062,-121.6759592641400043,83198.70796444212,89,,,,,,,81467.58598274099,2.97310766775910017,81467.58598274099,-119.2678936302299912,81475.9760903686,81,85102.75334096507,10.55147109693099945,85102.75334096507,-113.7668698636200016,85414.26893184117,76,81327.42489522916,1.887511204292899862,81327.42489522916,-124.2411046171299911,84601.30706476942,80,,,,,,,64688.58445360992,6.927646612750699235,64688.58445360992,-115.594142742879995,64705.54778590278,76,75486.30335688845,15.40688357438000006,75486.30335688845,-115.1228519926499981,76426.96011753772,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83198.70796444212,6.569063923804399935,83198.70796444212,-118.8249651197599797,83243.65563547958,90,,,,,,,81475.9760903686,3.662136693598100107,81475.9760903686,-118.3626544917499922,81901.60327792888,82,85414.26893184117,14.68418697521799735,85414.26893184117,-112.3315009421799851,85714.79873821024,77,84601.30706476942,3.108634700666499375,84601.30706476942,-122.0743030941600006,84980.49469417648,81,,,,,,,64705.54778590278,11.420126597343998,64705.54778590278,-113.4232908170999958,65087.50854332029,77,76426.96011753772,3.440305957166200007,76426.96011753772,-121.6340293254500006,78570.62153304025,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83243.65563547958,4.601206861949199452,83243.65563547958,-120.3712824120100031,83732.42134540343,91,,,,,,,81901.60327792888,2.843043984481499632,81901.60327792888,-119.4621642132599955,82011.88208886295,83,85714.79873821024,12.56220121592799892,85714.79873821024,-113.0093425453399898,,,84980.49469417648,4.75135602896859941,84980.49469417648,-120.2318242577499912,85017.61192893991,82,,,,,,,65087.50854332029,21.60830111718500031,65087.50854332029,-110.6537937677399834,65653.78153939433,78,78570.62153304025,2.310655390789899665,78570.62153304025,-123.3626482000699976,78671.1725797947,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83732.42134540343,4.224455815158400175,83732.42134540343,-120.7422922794399932,86365.38563618615,93,,,,,,,82011.88208886295,4.268400023305598957,82011.88208886295,-117.6973488639499972,83045.71596838116,84,,,,,,,85017.61192893991,1.296635279548899782,85017.61192893991,-125.8718216605499828,86090.21166811874,83,,,,,,,65653.78153939433,5.09101371501570019,65653.78153939433,-116.9319573298699875,66021.92995257574,79,78671.1725797947,3.178523321143299707,78671.1725797947,-121.9777459775999938,78853.73781291564,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86365.38563618615,2.540451541176500062,86365.38563618615,-122.9508908479199927,,,,,,,,,83045.71596838116,5.99400864169419909,83045.71596838116,-116.22282635258,83541.4213479496,85,,,,,,,86090.21166811874,3.25327398955869994,86090.21166811874,-121.876793590539989,,,,,,,,,66021.92995257574,17.05685170092199591,66021.92995257574,-111.6810112645700026,66998.38671649932,82,78853.73781291564,2.754222095185499865,78853.73781291564,-122.6000104199299863,79006.77406506189,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,83541.4213479496,6.06582847148609969,83541.4213479496,-116.1710987476099882,83845.15697827477,86,,,,,,,,,,,,,,,,,,,66998.38671649932,2.076029360507900093,66998.38671649932,-120.8276650871499947,71424.79020045421,83,79006.77406506189,7.5780391957077988,79006.77406506189,-118.2044315276399966,79119.07666410938,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,83845.15697827477,8.842019251418399465,83845.15697827477,-114.5344854385500064,84295.51219656253,87,,,,,,,,,,,,,,,,,,,71424.79020045421,1.49447593890119989,71424.79020045421,-122.2551107271999907,71931.42976129775,84,79119.07666410938,2.172075452307999468,79119.07666410938,-123.6312509254899791,80076.49611053658,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,84295.51219656253,3.79536142187689938,84295.51219656253,-118.2074686112499926,84385.11330853855,88,,,,,,,,,,,,,,,,,,,71931.42976129775,15.3332134502960002,71931.42976129775,-112.1436681856499997,73178.73838265702,85,80076.49611053658,9.61103316384069823,80076.49611053658,-117.1722992416899837,80250.49952179497,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,84385.11330853855,8.144105850460700655,84385.11330853855,-114.8915659036399855,85662.18827860546,89,,,,,,,,,,,,,,,,,,,73178.73838265702,3.038538169884199987,73178.73838265702,-119.1733530370800048,73408.30988650135,86,80250.49952179497,9.213022666007297765,80250.49952179497,-117.3559786037899921,85091.32725027284,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,85662.18827860546,14.81468203910699793,85662.18827860546,-112.2930766515199816,,,,,,,,,,,,,,,,,,,,,73408.30988650135,1.168163691606799663,73408.30988650135,-123.3249629645299872,75138.77006417284,87,85091.32725027284,3.640844683948699852,85091.32725027284,-121.3879784738900008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75138.77006417284,2.740261602222299852,75138.77006417284,-119.622079747789996,77129.46525460799,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77129.46525460799,1.555667014805799822,77129.46525460799,-122.080833566449996,80144.17061172245,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80144.17061172245,5.81184154516449956,80144.17061172245,-116.3568623487599888,80391.1003195419,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80391.1003195419,3.550490330415000157,80391.1003195419,-118.4971166579299786,82624.34356397847,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82624.34356397847,1.578365045741999753,82624.34356397847,-122.0179254547599891,82672.31836940307,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82672.31836940307,1.560464142864999896,82672.31836940307,-122.0674620632200056,82807.36986997124,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82807.36986997124,4.0327716871204,82807.36986997124,-117.9439636461000016,83111.26984286159,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83111.26984286159,1.355632404521899918,83111.26984286159,-122.6785805849999913,85262.29751854819,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85262.29751854819,1.434858612912799806,85262.29751854819,-122.4319089102500011,85613.1369806579,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85613.1369806579,1.268090703857100093,85613.1369806579,-122.9684968117399813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
